,0
284,218397.40980519573
285,208714.50094711408
286,213970.19300943497
287,225210.4079119658
288,160511.29036605323
289,137794.81462129313
290,258041.22067278955
291,107680.52573271195
292,154558.7191338432
293,199216.48032241224
294,185258.9999459396
295,136445.528245481
296,110633.08413314802
297,148563.84875822274
298,158574.03906285777
299,162748.20181336056
300,150845.6522892389
301,170911.4556703949
302,184279.6379030888
303,100950.58836769694
304,182273.37610085556
305,185572.96547989518
306,225918.18296828776
307,144882.66978219195
308,169460.36195913472
309,171031.51449731633
310,104554.54283984576
311,141307.99550122936
312,114083.12155978224
313,143497.5173247129
314,144158.99643132035
315,131478.34470099592
316,113178.11598143296
317,152438.54523140134
318,119723.03434783191
319,180008.99187430393
320,119366.04362193367
321,69045.26507867232
322,136611.680474987
323,115597.37353573914
324,131871.1642463177
325,114423.08342477956
326,184348.9763221149
327,82863.27652967439
328,100155.448370141
329,44662.81915493263
330,206501.75536476672
331,158334.73207699525
332,140720.26803563637
333,174936.64208830812
334,135676.97786003348
335,158747.7230538004
336,138193.7241089874
337,112989.65675344257
338,96702.47475840518
339,130680.98035158915
340,117250.50293276116
341,134107.64867475658
342,160361.6282087508
343,143152.57889086616
344,144467.86476708465
345,128940.63548639743
346,155520.32791896924
347,129247.82857498564
348,121457.35797403823
349,139521.3413143364
350,137973.66396085065
351,113078.85802260449
352,122383.34281236414
353,102125.73967700728
354,32254.16468480631
355,124793.4655138576
356,133653.11512504317
357,193761.54614316224
358,137531.3960641206
359,60816.533644497686
360,130880.42345750381
361,153572.9427639595
362,52729.64845177991
363,144593.61080066138
364,135615.4715068273
365,101354.20975193856
366,80543.50755286549
367,134767.16803289083
368,141039.37613630123
369,144810.96706151823
370,140692.9987906724
371,68578.9371868376
372,147874.442001417
373,128036.86293896294
374,121083.78208705099
375,125000.33580487795
376,77339.32789948967
377,99618.96817823296
378,130269.5303380836
379,134067.79959590168
380,117064.73087985831
381,90645.22835132375
382,115702.29414059091
383,136578.53951536186
384,128130.1778649636
385,152417.01892616908
386,164005.81794446628
387,30426.101669854135
388,115982.61234121062
389,113879.45345336784
390,155736.89632550863
391,128283.75447701299
392,133210.46205846698
393,182497.37412555408
394,164062.1993333124
395,226095.57000127633
396,144545.51541827022
397,137511.58062651244
398,108228.40085991748
399,156301.0714893414
400,107770.45129684717
401,284900.6086208497
402,284319.6945301423
403,284335.4483442107
404,349114.12964910176
405,351326.45882631827
406,232497.43861396454
407,307488.39201895
408,222528.75695798857
409,230289.41643160832
410,260671.1257734113
411,191781.4089788848
412,231475.6176134076
413,133355.41659812114
414,186393.22015083817
415,188106.24929124213
416,212788.04753024434
417,207082.50542889896
418,121627.67148796134
419,127219.66125229045
420,239744.15126417938
421,254083.26490565005
422,189952.58722687475
423,203509.23101753346
424,240478.97653091332
425,287338.77311518486
426,231871.98572293826
427,268945.4277059098
428,172870.41807096946
429,96448.10060277954
430,128943.32704841369
431,86366.74610135896
432,131975.49035632313
433,106343.43926013642
434,136178.90285763345
435,120231.32668252548
436,97807.15514101429
437,120318.9861864449
438,158386.34970110582
439,140622.87570693623
440,148959.35561154684
441,116613.41253979117
442,197248.0387997251
443,130193.66429910975
444,192027.9426821026
445,146539.36245658653
446,211099.29770109526
447,108157.95498531309
448,145998.8143694005
449,124247.06309745842
450,190155.58936279893
451,280262.7044396325
452,167617.80359947713
453,58516.95069031074
454,309565.42921582435
455,15989.781747552915
456,251511.36657216877
457,142199.79561765888
458,180876.20822973308
459,159118.98243478948
460,370069.3704130197
461,330943.8600449491
462,235635.18683840736
463,212108.33499500836
464,215547.67417851358
465,374338.5246978051
466,136525.5624496819
467,166016.64204126256
468,125306.93649638581
469,130927.67263083701
470,150329.99858050223
471,145082.88927455727
472,172689.11679432966
473,169128.06653208818
474,168305.2227358412
475,185796.94230072075
476,178959.70885808268
477,191123.25731016498
478,244329.66921203415
479,188191.8354350078
480,167282.41498683987
481,193886.3675783406
482,203695.08156663572
483,320207.56716457044
484,359885.52795401734
485,134397.88685667535
486,284474.2635000033
487,169074.5682248114
488,266880.92991395027
489,200559.72650302417
490,274622.00531559315
491,229207.55648378865
492,202420.8616418147
493,193303.48129587693
494,122476.0977118132
495,329668.7457248328
496,155067.8088808378
497,290813.0916922149
498,137364.83499337072
499,109142.10771167299
500,123912.26933646775
501,96095.92479657981
502,112104.84570998329
503,99758.89161239922
504,140282.74823803574
505,140451.25786208583
506,284946.60107370326
507,379786.3407564944
508,363839.128173408
509,349322.1936306728
510,419149.22826737026
511,351318.0137758335
512,298761.6254019281
513,323388.0662369364
514,661016.1319437621
515,271205.45135681226
516,341994.9175864035
517,310012.2384216193
518,313273.58924621827
519,182782.60859135058
520,336112.1856846001
521,214323.22082570198
522,202296.1979813323
523,187530.11158571963
524,217970.56478806888
525,211652.9111847053
526,196494.7767545942
527,188917.58706606814
528,208973.67265804327
529,226638.9807694418
530,223082.55639993842
531,243338.59631553106
532,184202.95800613362
533,236818.93675633398
534,180683.0372330733
535,285717.4666585202
536,309853.13668479177
537,285286.30782682676
538,273624.95697670395
539,303383.8170530083
540,310310.79684053885
541,257561.51955849247
542,264491.8261821768
543,291170.0894784165
544,243173.90674975718
545,217284.6254581586
546,260238.45309934707
547,229118.0482711257
548,207218.936979312
549,217414.5221099618
550,145103.83884115465
551,186304.81090246353
552,185172.8324070953
553,203842.2697348238
554,217622.74143763358
555,200302.05046858636
556,208789.81484515168
557,106985.48331084513
558,136969.3919689076
559,88291.89986510982
560,91322.87333135394
561,183357.67362216167
562,154104.06635498902
563,288020.8770993201
564,331312.89897067344
565,176980.64132051312
566,158132.0732675124
567,152405.78529829587
568,171056.18716779782
569,273134.2308339979
570,249347.259928782
571,268462.76211922965
572,267044.5876747981
573,178104.14564463744
574,213839.27121760242
575,219820.26654986592
576,225424.5293124686
577,321198.63453100255
578,225620.46790116344
579,332354.1196456611
580,302593.97914604464
581,208167.40398387657
582,175025.39626990305
583,177301.280525543
584,205808.65301920683
585,130214.41485894241
586,138680.38151315425
587,151741.4854669539
588,132737.24925728884
589,179815.69298430506
590,113105.15971556198
591,115217.77936002344
592,147699.76198418296
593,82930.65435449654
594,174666.35551236168
595,157503.93408320728
596,108976.94950313523
597,217560.44170175004
598,126921.1335909589
599,180784.3035908071
600,183659.27199207328
601,114699.20820925085
602,123728.25006612093
603,120335.93179666722
604,127823.40830661505
605,170225.02562434
606,109859.33087887254
607,134014.44597886724
608,81810.86741337366
609,111733.40312722127
610,88787.00094252525
611,141039.38408658025
612,135018.79720358705
613,194756.08742507506
614,143377.87029419292
615,127990.62340427417
616,152697.0778311797
617,112168.64169412624
618,146330.45300096992
619,120747.77716933031
620,126426.43019202261
621,114909.53730296047
622,147324.65811663895
623,97125.54587439989
624,109342.1123388923
625,112530.8718723534
626,124809.10202802217
627,92728.7086438443
628,85997.79591771815
629,132310.0736252969
630,75763.59308590193
631,139508.04999686655
632,171451.98490629368
633,131297.1728313137
634,128245.07335118603
635,91636.69439092168
636,111399.8984118196
637,147593.45949581612
638,20898.923915614316
639,43856.84926081222
640,123556.65859788135
641,148145.64936601432
642,87157.45037582537
643,141786.30890032277
644,154829.29166465424
645,54296.496260000684
646,204709.21345588335
647,129911.65984512711
648,100308.90755057975
649,121554.37331509136
650,156014.84169303885
651,129150.7487379233
652,124882.49270865833
653,126529.36342797699
654,164053.89742522576
655,98556.13601099991
656,137680.33834462875
657,123791.36798058503
658,109273.16215065963
659,126946.24622946006
660,74307.11802293907
661,102838.15430691323
662,76767.08647133561
663,169782.27810398713
664,143237.92730076562
665,144909.66806503935
666,154176.4212156464
667,154431.8923142389
668,76339.48753834364
669,124147.40189597287
670,128026.39794226442
671,105005.08819373162
672,125502.49746946548
673,129626.64191942537
674,114689.77401932326
675,49990.068630926195
676,103779.75809131871
677,156847.25505800504
678,155389.45418739054
679,143029.97573079544
680,164129.47643058628
681,127092.08165211228
682,150319.538339946
683,107813.50187995812
684,139704.57613158203
685,169234.30626248784
686,159130.94794821623
687,148907.2202400626
688,167630.34313550306
689,217625.33049229282
690,134196.91595068257
691,200497.98177753735
692,196335.25198259566
693,109723.93409400713
694,139513.47636096683
695,269174.7717612408
696,244525.89201387495
697,240814.9860559713
698,233368.04492985157
699,193432.57741001222
700,258051.13755091783
701,348177.4964276812
702,362784.34892331046
703,249208.00012664322
704,217370.6486941749
705,151394.81666964645
706,212736.51969277093
707,188236.1311127064
708,200114.4424139214
709,214673.83809603556
710,162464.27848163637
711,132500.39745924502
712,166602.2015397501
713,228338.5743151136
714,272278.342511337
715,295913.5817418306
716,240442.67458667193
717,225723.2186226573
718,142773.6297293733
719,192919.7691235855
720,203097.60737106527
721,225723.6301296291
722,199984.67690658593
723,119115.73859362694
724,132833.7548220254
725,154105.1725268811
726,164876.46077169498
727,165549.71875944157
728,309684.71397014253
729,62337.86277295835
730,53508.699078263715
731,77073.06507303927
732,121543.44440522534
733,98116.50029263974
734,96516.64684569073
735,109273.92804760623
736,111597.63283287638
737,167576.3744626441
738,181952.91380168314
739,134816.64721231704
740,143781.79843017246
741,220923.271041817
742,119983.29543965202
743,146767.02099234582
744,95216.23155288742
745,129560.92199186832
746,186199.83199650966
747,225918.2630049574
748,196663.2346665387
749,120313.1184318286
750,114943.94538519165
751,133996.229952641
752,112769.62091972414
753,161314.002855194
754,93067.39712803849
755,147933.78644998482
756,78777.84591071197
757,98081.88387618575
758,90029.45566368967
759,53192.723665093945
760,310309.233503353
761,277314.906242589
762,299900.0611087897
763,219353.45400118805
764,108245.89651756804
765,187993.1691764031
766,228992.4512965002
767,287131.84936159215
768,242036.6228012788
769,144252.04072528274
770,223029.39840435446
771,186515.5316364649
772,203412.16129799737
773,273178.4605588651
774,246588.05845559525
775,258006.03396019342
776,322026.51952818496
777,190501.20086793645
778,119868.41840062322
779,167377.363024784
780,144888.03555392195
781,114456.88707542932
782,126466.31593785022
783,108165.7462699315
784,102943.31104841855
785,143744.1397389595
786,118602.49225523177
787,113588.35185333728
788,122475.86694638184
789,126792.38640513804
790,91425.25027180303
791,184148.84682155482
792,150609.17529783704
793,175441.09995642552
794,185412.87216657007
795,191429.70773854622
796,200218.33091509176
797,170309.35374610874
798,178142.53584968887
799,113617.94627908894
800,192873.08448685988
801,204932.71664313378
802,348953.59904139006
803,415594.16932574916
804,142913.94631444613
805,274159.71572380373
806,338175.8082825669
807,377409.8305621512
808,162538.29135970116
809,212230.66786939427
810,224789.0950091345
811,275624.6504195062
812,172644.74738443305
813,184838.35823779152
814,149291.0668217684
815,206911.9913582079
816,185849.49087391925
817,149726.64517475877
818,127191.9198498526
819,106401.65499752338
820,176883.60557675717
821,188481.97955181357
822,118407.45736766543
823,127472.90851734337
824,137437.02856081733
825,118835.55193164322
826,361636.95812855265
827,280675.89017692883
828,294779.2829421442
829,391219.47491647414
830,320860.8375428479
831,385378.61667661124
832,411352.46111798455
833,349081.754524665
834,435292.33750932594
835,237728.356593135
836,344986.9607947629
837,346163.68552747765
838,339563.4115830615
839,301054.8598650424
840,323061.88845050876
841,246795.21698351201
842,243181.50987138014
843,232613.87078280177
844,214292.36645111686
845,211716.93249731913
846,220884.60378099076
847,224625.0543820499
848,305303.57813369134
849,205107.29744571433
850,217044.71840115855
851,188821.17996428366
852,182218.00907560298
853,187703.03326008463
854,195002.81389279905
855,218433.6457244656
856,194982.21634850043
857,198996.716547917
858,199272.18668075095
859,190224.02451727475
860,233693.56730171712
861,206534.6701503315
862,195614.88243111398
863,197884.46349965828
864,227043.82709664234
865,188239.45366909722
866,211755.59970181165
867,231642.0921870725
868,190067.47104012192
869,184041.23374490553
870,314464.4323664111
871,354838.01658934506
872,295509.1110275061
873,251492.5344049775
874,278325.1739539687
875,289297.279480104
876,199856.76173335445
877,255028.82351671677
878,233601.08422099307
879,396152.9696556701
880,212098.71347801742
881,245045.83366462612
882,236174.75308929232
883,228548.54708008817
884,230087.7197147629
885,211899.637580291
886,198930.3365660272
887,246726.4528264582
888,187217.45352157566
889,310621.01198124397
890,274429.2618269275
891,259040.86839766696
892,257913.29520571593
893,134180.93668772327
894,152356.52530703787
895,169399.09203254263
896,207405.14999389971
897,207096.37848146178
898,117920.58787223685
899,125088.58087619461
900,139249.5053051633
901,269579.0189783175
902,162908.70614443955
903,187603.12930122128
904,232869.57866167405
905,190313.8183016452
906,219076.82610802414
907,212912.4732602517
908,202272.57811319394
909,168573.80438781795
910,172276.5127886699
911,199255.3987953359
912,291790.3113706806
913,295004.24580453266
914,239944.6920489039
915,298335.3930783302
916,324700.909004825
917,145580.69703021363
918,218826.43956068336
919,168294.10045749496
920,169980.00761877405
921,216730.41049673717
922,205361.55963002125
923,253052.25012646295
924,170596.76425108145
925,139370.85309316215
926,129855.36424443909
927,115558.92689252971
928,124696.07257299041
929,152969.4218744055
930,133274.18495566281
931,107974.29348642012
932,177525.93887704608
933,127775.03460060881
934,204033.00793829648
935,146095.24109785698
936,218026.4512554988
937,118209.0299585936
938,73349.86950416013
939,66728.71284870105
940,118128.617624009
941,141224.191532929
942,131623.92825787535
943,152246.62283233137
944,166014.94257475322
945,143072.2041198393
946,132357.883656064
947,158029.11535641283
948,112042.51622007301
949,187642.65736292387
950,105379.82501397963
951,162753.1284782491
952,119102.13706364096
953,156100.97675599073
954,132438.5904910556
955,129919.69340208365
956,129744.69098976601
957,126011.55747134192
958,137706.52198260825
959,113933.75532859392
960,33910.524375906156
961,97767.63570899636
962,147991.80767547915
963,138996.7706797032
964,188361.1204663482
965,133689.5397853312
966,134377.58494415286
967,180850.0427986555
968,102397.08719607192
969,130150.46942049888
970,95345.59416712302
971,139128.16078327355
972,139119.6868947543
973,132086.03297587737
974,148608.1055995519
975,115620.1224977225
976,99784.79082134302
977,119202.09766659504
978,114557.04187674148
979,127695.60483097032
980,141144.13343809132
981,92219.95095978529
982,150301.9328415339
983,133185.75808506264
984,113763.5586907428
985,142448.55287348936
986,207015.70405813982
987,130964.26284933015
988,114820.7151297316
989,159384.56737964682
990,118049.0664289711
991,196878.3007964245
992,95676.78440886523
993,112997.03930604886
994,126157.80334793968
995,154164.63726068792
996,126833.59677330736
997,128594.6569669244
998,111395.75761632284
999,145846.23239051088
1000,125664.52633589684
1001,129130.55436350178
1002,140779.57421335857
1003,176856.5209539056
1004,135260.4110746322
1005,128363.87856233533
1006,166298.5651092334
1007,84704.85023010682
1008,80490.92131428508
1009,191528.08449955747
1010,205992.11144832618
1011,163347.99585593294
1012,107780.31051092691
1013,67179.3907551383
1014,214241.26896177023
1015,108115.2361439504
1016,116254.36721695153
1017,155949.26487599488
1018,103231.0165640742
1019,151647.39699452397
1020,141105.97826392666
1021,135819.6571940462
1022,101607.82464600474
1023,131647.3605377522
1024,133141.97701520135
1025,140816.73878654276
1026,199576.0631530797
1027,179490.19616759478
1028,151675.84405946924
1029,150066.69607413368
1030,115153.87239529632
1031,192785.6028910954
1032,160937.0579258404
1033,153098.91190885086
1034,81003.93887328566
1035,235675.60591031116
1036,162244.89771503911
1037,92380.03085171134
1038,78345.68996696692
1039,113423.18138032404
1040,153924.24912247213
1041,150857.85822588205
1042,112523.90097977032
1043,43619.02373440855
1044,230321.64561537
1045,266766.3595336889
1046,278959.95409353345
1047,270029.038089667
1048,224439.13253960304
1049,219312.74272239278
1050,186629.19164572304
1051,208575.3068145332
1052,246485.3004184792
1053,302823.57584063004
1054,133930.0747697385
1055,177430.13653533882
1056,135220.61350727783
1057,147906.23775161558
1058,229501.32167298713
1059,222879.61416857544
1060,198300.03077277445
1061,226208.43593497382
1062,118139.63444697918
1063,140319.36238772603
1064,139329.36327120126
1065,144074.52436454
1066,128526.67479077415
1067,122970.44172918779
1068,139040.83943713622
1069,121983.79576239531
1070,241325.94493727002
1071,226198.18933518103
1072,207237.18131871696
1073,254359.33828246247
1074,275367.1411780842
1075,233998.2503695731
1076,239796.7306899436
1077,192330.08850062685
1078,206251.2011355754
1079,188599.20397725247
1080,194717.55205244836
1081,172146.29159202214
1082,113487.32825301381
1083,122120.48221570681
1084,141440.4738182144
1085,134886.17311625418
1086,153829.07512041015
1087,158013.8134675868
1088,149476.70819796761
1089,634231.3116844753
1090,146695.62249889018
1091,143069.72158811236
1092,74314.218193345
1093,76760.5692040755
1094,108109.24769281366
1095,85894.67007941092
1096,96062.44998698865
1097,150608.42174859392
1098,125604.85726221371
1099,145622.81284244283
1100,143720.52833444264
1101,143257.97720250048
1102,129593.89546001967
1103,188078.52121726325
1104,113982.4920934859
1105,132604.4720827412
1106,103918.33186115831
1107,174797.69749968857
1108,202304.78189523172
1109,121421.79148867543
1110,167762.90265829532
1111,158304.5432839485
1112,211127.49239457573
1113,458396.1827306374
1114,147974.43811866303
1115,136620.3797919586
1116,163599.32871678748
1117,89053.57109109842
1118,14663.254327449366
1119,107540.92333962308
1120,116162.03375955517
1121,151833.69942466827
1122,264981.07492061285
1123,189140.06106331793
1124,196507.13939569352
1125,228518.12835755938
1126,203415.98536231395
1127,146219.51971498964
1128,165152.9565120639
1129,230660.10022151528
1130,262825.73823857034
1131,219632.74652768445
1132,268087.62111345655
1133,196796.6078750242
1134,233521.0848024719
1135,318629.91420710355
1136,209638.06101606696
1137,280803.0919112885
1138,340815.11169525207
1139,-3264.051984913298
1140,156576.21537611884
1141,67979.00289028167
1142,85402.508355414
1143,73833.77300873637
1144,70259.55846619606
1145,157476.76512620194
1146,222819.99757085333
1147,205776.33878516153
1148,176750.6144569834
1149,108188.47088947581
1150,122038.24540768066
1151,159394.733294556
1152,138997.40202742768
1153,109794.067698881
1154,173264.4609481999
1155,162784.8970530363
1156,197285.02754831067
1157,245773.74309014928
1158,209312.29810579898
1159,179586.4660472045
1160,176921.41640419172
1161,188457.83090846328
1162,234415.46424602895
1163,291077.1197220146
1164,265733.37696303916
1165,176201.41216091914
1166,162944.867797105
1167,397198.46555807785
1168,436231.803625026
1169,326206.4413008948
1170,430645.6727290631
1171,373081.973217228
1172,276155.0148474392
1173,377893.89266841265
1174,171991.1943088337
1175,180508.68338907018
1176,220595.12725887442
1177,264270.4685678076
1178,188491.6640206233
1179,157246.14638381515
1180,96350.50725091793
1181,189956.37148517763
1182,109057.97543136848
1183,118012.10471189511
1184,114233.98880761355
1185,100713.5019616159
1186,115005.86526917992
1187,139367.77150553392
1188,156518.77564179924
1189,132334.60304684972
1190,140693.7016571891
1191,367291.4739266637
1192,246039.45591677364
1193,252358.55472810284
1194,370149.5687416691
1195,318502.7158397802
1196,352879.60772703186
1197,304875.8682132214
1198,299773.42994430434
1199,344005.41927500826
1200,331583.28124979243
1201,359654.63760336285
1202,269288.6986402117
1203,295673.3481467447
1204,318269.88310361624
1205,293362.19209199725
1206,189590.08468138246
1207,193959.0560402509
1208,194739.1886361666
1209,280785.85744152404
1210,200437.9022517012
1211,202797.24251529376
1212,202012.67083355473
1213,201488.73816746092
1214,172167.36845587922
1215,218348.25049378708
1216,202513.0583148919
1217,255736.55771595065
1218,265463.53674274334
1219,270365.004747757
1220,390874.90661915357
1221,306591.1513283002
1222,442898.874838282
1223,301035.72143764247
1224,321501.9177419371
1225,253813.4047753497
1226,280800.8081066514
1227,220530.0326013919
1228,209969.41850131107
1229,367405.81149763206
1230,197164.87271795652
1231,137101.22968630455
1232,212735.50714337121
1233,145083.506539521
1234,211239.54755518265
1235,200337.0903011132
1236,181921.70747637967
1237,218944.77825515295
1238,178965.23810319303
1239,159383.77065850518
1240,164881.56763586283
1241,114417.2139676472
1242,143102.40692681345
1243,141614.78048125218
1244,103672.32431439162
1245,107983.66029273646
1246,134851.427736176
1247,120117.74635501142
1248,111708.00057724779
1249,124697.41186642161
1250,140112.3027375879
1251,349131.8416907141
1252,172379.05320372785
1253,155883.88878705632
1254,174597.68848097732
1255,148429.43014391008
1256,188574.98162973966
1257,223996.81113022307
1258,151076.92055390647
1259,193879.23617760694
1260,132729.51214729802
1261,178887.5916528031
1262,169902.25604962246
1263,128753.82579233966
1264,128092.38048647763
1265,136364.10365660113
1266,151277.59474374278
1267,193282.64687160897
1268,140190.81249573882
1269,140912.05823730442
1270,139645.91255895628
1271,129238.5638059928
1272,151308.81788319387
1273,149280.48080075675
1274,145570.24556783919
1275,126482.94950620449
1276,107128.65562608265
1277,125194.5240962336
1278,155989.4505390563
1279,139608.84823030603
1280,158541.1382699469
1281,180265.47519891852
1282,152930.91271546643
1283,160479.66672242637
1284,146393.03198123618
1285,122552.03648608533
1286,179344.45581967063
1287,120740.04949147001
1288,131501.66178974535
1289,110481.25533843029
1290,124511.3027353131
1291,230834.69898088477
1292,137617.3248344008
1293,205983.20004716245
1294,139083.68364236096
1295,71289.57194475306
1296,60736.68857167597
1297,114182.2629757192
1298,158892.57813953905
1299,131854.7666025132
1300,147228.2366632585
1301,130462.13004817013
1302,189638.73481071094
1303,177677.24060064848
1304,268990.0080358207
1305,132589.23657106695
1306,65124.17566990183
1307,102032.96825360807
1308,125126.75233189011
1309,154125.82024475874
1310,102527.01406103768
1311,102413.08078949444
1312,182874.57122449655
1313,152864.3194189431
1314,136140.86244395078
1315,153528.15286637197
1316,168299.34849605945
1317,126500.09157648205
1318,141208.7213118201
1319,95467.5696009802
1320,85836.62794504734
1321,84761.26705478987
1322,91366.47371955623
1323,123418.88617501967
1324,149680.97279421947
1325,76344.80481860915
1326,142962.67049317568
1327,72570.08185584977
1328,173756.01684997455
1329,99628.33279460593
1330,99880.92178119434
1331,85060.79581635236
1332,166307.80576650897
1333,92327.6054943967
1334,127701.04972511219
1335,76477.52035614982
1336,219677.66641151233
1337,116712.21658195759
1338,152008.2251403101
1339,64648.170450911915
1340,106304.30096246445
1341,143551.9528406238
1342,156114.756645483
1343,127472.89048235162
1344,112198.66733672036
1345,79318.71735589136
1346,170539.40006539613
1347,168535.04197207568
1348,122026.49939452554
1349,118073.43681918169
1350,183782.9241931781
1351,165733.88927317128
1352,157800.990182192
1353,144411.90134575227
1354,122051.83067246186
1355,255849.56297147332
1356,179941.2350235678
1357,141719.92195709093
1358,181619.1136552759
1359,132722.90967718288
1360,119735.46350543416
1361,186664.9321200036
1362,299147.2543243959
1363,171750.0691673877
1364,166623.02185800037
1365,145067.30924994292
1366,136512.9701869276
